,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2,status
778,104621155,Piso en venta en calle de les Agudes,Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,119000,119000,0,63,3.0,Planta 4ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
779,105114445,Piso en venta en calle de Góngora,Verdun, Barcelona,125000,125000,0,60,3.0,Planta 4ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
780,102342364,Piso en venta en Ciutat Meridiana - Torre Baró - Vallbona,Nou Barris, Barcelona,140000,140000,0,76,3.0,Bajo exterior sin ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
781,104322322,Piso en venta en calle de Casals,Verdun, Barcelona,186000,186000,0,62,2.0,Planta 2ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
782,103725540,"Piso en venta en avenida dels Rasos de Peguera, 214",Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,67500,67500,0,58,2.0,Planta 3ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
783,96585527," Chalet pareado en venta en Vallbona, 31",Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,389000,389000,0,226,3.0,,False,True,True,False,True,False,True,False,False,Buen estado,177,37,
784,102903264,"Dúplex en venta en calle d'Emili Roca, 61",Porta, Barcelona,285000,285000,0,82,3.0,Planta 5ª exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
785,320294,"Piso en venta en avenida Rasos de Peguera, 77",Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,170000,170000,0,67,3.0,Planta 5ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
786,105065844,Piso en venta en Ciutat Meridiana - Torre Baró - Vallbona,Nou Barris, Barcelona,140000,140000,0,76,3.0,Bajo sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
787,98789884,"Piso en venta en calle de Cubelles, 8",Vilapicina i la Torre Llobeta, Barcelona,325000,325000,0,72,2.0,Bajo exterior con ascensor,True,False,True,True,False,True,True,False,False,Buen estado,,,
